fid,Locale,SA1 Main Code,SA1 7 Digit Code,SA2 Main Code,SA2 5 Digit Code,SA2 Name
8134,sydney,11602130901,1130901,116021309,11309,Glenwood
8135,sydney,11603131416,1131416,116031314,11314,Glendenning - Dean Park
8136,sydney,12403145717,1145717,124031457,11457,Cambridge Park
8137,sydney,12403145803,1145803,124031458,11458,Castlereagh - Cranebrook
8138,sydney,12503147943,1147943,125031479,11479,Chester Hill - Sefton
8139,sydney,12801153019,1153019,128011530,11530,Miranda - Yowie Bay
8140,sydney,12801153001,1153001,128011530,11530,Miranda - Yowie Bay
8141,sydney,12502147636,1147636,125021476,11476,Carlingford
8142,sydney,12502147750,1147750,125021477,11477,Ermington - Rydalmere
8143,sydney,12302143707,1143707,123021437,11437,Campbelltown - Woodbine
8144,sydney,12302144337,1144337,123021443,11443,Minto - St Andrews
8145,sydney,12504158823,1158823,125041588,11588,Pendle Hill - Girraween
8146,sydney,12504158824,1158824,125041588,11588,Pendle Hill - Girraween
8147,sydney,12201141929,1141929,122011419,11419,Manly - Fairlight
8148,sydney,12104141319,1141319,121041413,11413,Cremorne - Cammeray
8149,sydney,12104141535,1141535,121041415,11415,Mosman
8150,sydney,12002138908,1138908,120021389,11389,Lilyfield - Rozelle
8151,sydney,12003139033,1139033,120031390,11390,Ashfield
8152,sydney,12003139304,1139304,120031393,11393,Croydon Park - Enfield
8153,sydney,11501129131,1129131,115011291,11291,Baulkham Hills (West) - Bella Vista
8154,sydney,12104141537,1141537,121041415,11415,Mosman
8155,sydney,11703133728,1133728,117031337,11337,Sydney - Haymarket - The Rocks
8156,sydney,11501155839,1155839,115011558,11558,Cherrybrook
8157,sydney,12101139810,1139810,121011398,11398,Chatswood (East) - Artarmon
8158,sydney,12302143603,1143603,123021436,11436,Bradbury - Wedderburn
8159,sydney,11602156313,1156313,116021563,11563,Quakers Hill
8160,sydney,11602156342,1156342,116021563,11563,Quakers Hill
8161,sydney,12401145414,1145414,124011454,11454,Springwood - Winmalee
8162,sydney,12202142208,1142208,122021422,11422,Newport - Bilgola
8163,sydney,11903137432,1137432,119031374,11374,South Hurstville - Blakehurst
8164,sydney,11904137936,1137936,119041379,11379,Kogarah Bay - Carlton - Allawah
8165,sydney,11904138237,1138237,119041382,11382,Sans Souci - Ramsgate
8166,sydney,12403145837,1145837,124031458,11458,Castlereagh - Cranebrook
8167,sydney,12003139605,1139605,120031396,11396,Homebush
8168,sydney,12501147324,1147324,125011473,11473,Homebush Bay - Silverwater
8169,sydney,12501158616,1158616,125011586,11586,Lidcombe
8170,sydney,12403146314,1146314,124031463,11463,Mulgoa - Luddenham - Orchard Hills
8171,sydney,12403146319,1146319,124031463,11463,Mulgoa - Luddenham - Orchard Hills
8172,sydney,10201104317,1104317,102011043,11043,Wyoming
8173,sydney,11903137024,1137024,119031370,11370,Narwee - Beverly Hills
8174,sydney,12602159125,1159125,126021591,11591,Ryde
8175,sydney,10201103309,1103309,102011033,11033,Kariong
8176,sydney,10201103310,1103310,102011033,11033,Kariong
8177,sydney,10201104213,1104213,102011042,11042,Woy Woy - Blackwall
8178,sydney,12003139529,1139529,120031395,11395,Haberfield - Summer Hill
8179,sydney,11904138120,1138120,119041381,11381,Rockdale - Banksia
8180,sydney,11902136704,1136704,119021367,11367,Roselands
8181,sydney,12703160032,1160032,127031600,11600,Prestons - Edmondson Park
8182,sydney,11601130831,1130831,116011308,11308,Seven Hills - Toongabbie
8183,sydney,11601156129,1156129,116011561,11561,Blacktown (West)
8184,sydney,11901136001,1136001,119011360,11360,Revesby
8185,sydney,11601130431,1130431,116011304,11304,Blacktown (North) - Marayong
8186,sydney,12002138846,1138846,120021388,11388,Leichhardt - Annandale
8187,sydney,12802153302,1153302,128021533,11533,Heathcote - Waterfall
8188,sydney,11801134710,1134710,118011347,11347,Woollahra
8189,sydney,10202105612,1105612,102021056,11056,Warnervale - Wadalba
8190,sydney,11501155902,1155902,115011559,11559,Kellyville
8191,sydney,12403145820,1145820,124031458,11458,Castlereagh - Cranebrook
8192,sydney,12503148002,1148002,125031480,11480,Fairfield - East
8193,sydney,12503148539,1148539,125031485,11485,Merrylands - Holroyd
8194,sydney,12702151917,1151917,127021519,11519,Smithfield - Wetherill Park
8195,sydney,12801153108,1153108,128011531,11531,Sylvania - Taren Point
8196,sydney,12802153801,1153801,128021538,11538,Sutherland - Kirrawee
8197,sydney,12802153835,1153835,128021538,11538,Sutherland - Kirrawee
8198,sydney,12801160209,1160209,128011602,11602,Caringbah
8199,sydney,12602150303,1150303,126021503,11503,West Ryde - Meadowbank
8200,sydney,12502147807,1147807,125021478,11478,Oatlands - Dundas Valley
8201,sydney,12504148921,1148921,125041489,11489,North Parramatta
8202,sydney,12504148945,1148945,125041489,11489,North Parramatta
8203,sydney,12301143441,1143441,123011434,11434,Elderslie - Harrington Park
8204,sydney,12703160017,1160017,127031600,11600,Prestons - Edmondson Park
8205,sydney,11902136338,1136338,119021363,11363,Canterbury (South) - Campsie
8206,sydney,11501129605,1129605,115011296,11296,West Pennant Hills
8207,sydney,11601130718,1130718,116011307,11307,Lalor Park - Kings Langley
8208,sydney,12504149313,1149313,125041493,11493,Toongabbie - Constitution Hill
8209,sydney,12201141923,1141923,122011419,11419,Manly - Fairlight
8210,sydney,12203142947,1142947,122031429,11429,Freshwater - Brookvale
8211,sydney,12203143003,1143003,122031430,11430,Manly Vale - Allambie Heights
8212,sydney,12102140621,1140621,121021406,11406,Normanhurst - Thornleigh - Westleigh
8213,sydney,12202142308,1142308,122021423,11423,Warriewood - Mona Vale
8214,sydney,11902136225,1136225,119021362,11362,Belmore - Belfield
8215,sydney,12003139046,1139046,120031390,11390,Ashfield
8216,sydney,11703133405,1133405,117031334,11334,Pyrmont - Ultimo
8217,sydney,11703133744,1133744,117031337,11337,Sydney - Haymarket - The Rocks
8218,sydney,11501129623,1129623,115011296,11296,West Pennant Hills
8219,sydney,12601149650,1149650,126011496,11496,Pennant Hills - Cheltenham
8220,sydney,12101139860,1139860,121011398,11398,Chatswood (East) - Artarmon
8221,sydney,12101140023,1140023,121011400,11400,Lane Cove - Greenwich
8222,sydney,12302144429,1144429,123021444,11444,Rosemeadow - Glen Alpine
8223,sydney,12101139827,1139827,121011398,11398,Chatswood (East) - Artarmon
8224,sydney,11502129732,1129732,115021297,11297,Dural - Kenthurst - Wisemans Ferry
8225,sydney,12202142107,1142107,122021421,11421,Bayview - Elanora Heights
8226,sydney,12203142820,1142820,122031428,11428,Frenchs Forest - Belrose
8227,sydney,12405158112,1158112,124051581,11581,St Marys - North St Marys
8228,sydney,11602131042,1131042,116021310,11310,Parklea - Kellyville Ridge
8229,sydney,11602131241,1131241,116021312,11312,Riverstone - Marsden Park
8230,sydney,12401145321,1145321,124011453,11453,Lawson - Hazelbrook - Linden
8231,sydney,11904137911,1137911,119041379,11379,Kogarah Bay - Carlton - Allawah
8232,sydney,12203142608,1142608,122031426,11426,Dee Why - North Curl Curl
8233,sydney,12403145849,1145849,124031458,11458,Castlereagh - Cranebrook
8234,sydney,12404146719,1146719,124041467,11467,Windsor - Bligh Park
8235,sydney,12501158512,1158512,125011585,11585,Berala
8236,sydney,12501158517,1158517,125011585,11585,Berala
8237,sydney,12003157521,1157521,120031575,11575,Strathfield
8238,sydney,12503148141,1148141,125031481,11481,Granville - Clyde
8239,sydney,12503148307,1148307,125031483,11483,Guildford - South Granville
8240,sydney,10201103603,1103603,102011036,11036,Niagara Park - Lisarow
8241,sydney,10201103205,1103205,102011032,11032,Gosford - Springfield
8242,sydney,10201103220,1103220,102011032,11032,Gosford - Springfield
8243,sydney,12602150310,1150310,126021503,11503,West Ryde - Meadowbank
8244,sydney,11903137117,1137117,119031371,11371,Oatley - Hurstville Grove
8245,sydney,12802153604,1153604,128021536,11536,Oyster Bay - Como - Jannali
8246,sydney,12002138814,1138814,120021388,11388,Leichhardt - Annandale
8247,sydney,12701150628,1150628,127011506,11506,Cobbitty - Leppington
8248,sydney,11702132608,1132608,117021326,11326,Marrickville
8249,sydney,11702132612,1132612,117021326,11326,Marrickville
8250,sydney,11902136710,1136710,119021367,11367,Roselands
8251,sydney,12302144235,1144235,123021442,11442,Macquarie Fields - Glenfield
8252,sydney,12703160019,1160019,127031600,11600,Prestons - Edmondson Park
8253,sydney,11601130324,1130324,116011303,11303,Blacktown (East) - Kings Park
8254,sydney,11901135919,1135919,119011359,11359,Panania - Milperra - Picnic Point
8255,sydney,11802134825,1134825,118021348,11348,Coogee - Clovelly
8256,sydney,11702132622,1132622,117021326,11326,Marrickville
8257,sydney,10202104849,1104849,102021048,11048,Gorokan - Kanwal - Charmhaven
8258,sydney,10202105702,1105702,102021057,11057,Wyong
8259,sydney,12401145045,1145045,124011450,11450,Blaxland - Warrimoo - Lapstone
8260,sydney,12403146239,1146239,124031462,11462,Kingswood - Werrington
8261,sydney,12403146244,1146244,124031462,11462,Kingswood - Werrington
8262,sydney,12403146406,1146406,124031464,11464,Penrith
8263,sydney,12801153022,1153022,128011530,11530,Miranda - Yowie Bay
8264,sydney,12701159503,1159503,127011595,11595,Hinchinbrook
8265,sydney,12301143430,1143430,123011434,11434,Elderslie - Harrington Park
8266,sydney,12302144128,1144128,123021441,11441,Leumeah - Minto Heights
8267,sydney,12302144336,1144336,123021443,11443,Minto - St Andrews
8268,sydney,12504149114,1149114,125041491,11491,Northmead
8269,sydney,12203142904,1142904,122031429,11429,Freshwater - Brookvale
8270,sydney,12101140267,1140267,121011402,11402,Willoughby - Castle Cove - Northbridge
8271,sydney,12003139035,1139035,120031390,11390,Ashfield
8272,sydney,11703133305,1133305,117031333,11333,Potts Point - Woolloomooloo
8273,sydney,11703133310,1133310,117031333,11333,Potts Point - Woolloomooloo
8274,sydney,11801134302,1134302,118011343,11343,Double Bay - Bellevue Hill
8275,sydney,12103141204,1141204,121031412,11412,Wahroonga (East) - Warrawee
8276,sydney,12602150016,1150016,126021500,11500,Macquarie Park - Marsfield
8277,sydney,12101140115,1140115,121011401,11401,St Leonards - Naremburn
8278,sydney,12302143613,1143613,123021436,11436,Bradbury - Wedderburn
8279,sydney,12102140630,1140630,121021406,11406,Normanhurst - Thornleigh - Westleigh
8280,sydney,12102157722,1157722,121021577,11577,Hornsby - East
8281,sydney,12103141125,1141125,121031411,11411,Turramurra
8282,sydney,12602159129,1159129,126021591,11591,Ryde
8283,sydney,11502129713,1129713,115021297,11297,Dural - Kenthurst - Wisemans Ferry
8284,sydney,12401145449,1145449,124011454,11454,Springwood - Winmalee
8285,sydney,12203143037,1143037,122031430,11430,Manly Vale - Allambie Heights
8286,sydney,12403145843,1145843,124031458,11458,Castlereagh - Cranebrook
8287,sydney,12403146030,1146030,124031460,11460,Glenmore Park - Regentville
8288,sydney,10201103119,1103119,102011031,11031,Erina - Green Point
8289,sydney,10201103211,1103211,102011032,11032,Gosford - Springfield
8290,sydney,11903136932,1136932,119031369,11369,Mortdale - Penshurst
8291,sydney,12602150339,1150339,126021503,11503,West Ryde - Meadowbank
8292,sydney,11503130046,1130046,115031300,11300,Kurrajong Heights - Ebenezer
8293,sydney,12001138606,1138606,120011386,11386,Five Dock - Abbotsford
8294,sydney,12602149917,1149917,126021499,11499,Hunters Hill - Woolwich
8295,sydney,11702132650,1132650,117021326,11326,Marrickville
8296,sydney,11902136449,1136449,119021364,11364,Kingsgrove (North) - Earlwood
8297,sydney,11904137526,1137526,119041375,11375,Arncliffe - Bardwell Valley
8298,sydney,12701159405,1159405,127011594,11594,Green Valley
8299,sydney,11901136006,1136006,119011360,11360,Revesby
8300,sydney,11702132711,1132711,117021327,11327,Petersham - Stanmore
8301,sydney,11801134114,1134114,118011341,11341,Bondi Junction - Waverly
8302,sydney,11802134816,1134816,118021348,11348,Coogee - Clovelly
8303,sydney,11802156716,1156716,118021567,11567,Maroubra - South
8304,sydney,12003139216,1139216,120031392,11392,Canterbury (North) - Ashbury
8305,sydney,10202105710,1105710,102021057,11057,Wyong
8306,sydney,11701132221,1132221,117011322,11322,Mascot - Eastlakes
8307,sydney,11702132655,1132655,117021326,11326,Marrickville
8308,sydney,11502129757,1129757,115021297,11297,Dural - Kenthurst - Wisemans Ferry
8309,sydney,11602131040,1131040,116021310,11310,Parklea - Kellyville Ridge
8310,sydney,11501129135,1129135,115011291,11291,Baulkham Hills (West) - Bella Vista
8311,sydney,12801160422,1160422,128011604,11604,Cronulla - Kurnell - Bundeena
8312,sydney,11901135420,1135420,119011354,11354,Bass Hill - Georges Hall
8313,sydney,12503147920,1147920,125031479,11479,Chester Hill - Sefton
8314,sydney,12503147931,1147931,125031479,11479,Chester Hill - Sefton
8315,sydney,12801160602,1160602,128011606,11606,Woolaware - Burraneer
8316,sydney,12701159714,1159714,127011597,11597,West Hoxton - Middleton Grange
8317,sydney,12702151003,1151003,127021510,11510,Bossley Park - Abbotsbury
8318,sydney,12504149014,1149014,125041490,11490,North Rocks
8319,sydney,12504149207,1149207,125041492,11492,Parramatta - Rosehill
8320,sydney,12302143717,1143717,123021437,11437,Campbelltown - Woodbine
8321,sydney,12302144342,1144342,123021443,11443,Minto - St Andrews
8322,sydney,12302144345,1144345,123021443,11443,Minto - St Andrews
8323,sydney,12701150617,1150617,127011506,11506,Cobbitty - Leppington
8324,sydney,11802134809,1134809,118021348,11348,Coogee - Clovelly
8325,sydney,12503148509,1148509,125031485,11485,Merrylands - Holroyd
8326,sydney,12504149105,1149105,125041491,11491,Northmead
8327,sydney,12101140212,1140212,121011402,11402,Willoughby - Castle Cove - Northbridge
8328,sydney,12104141530,1141530,121041415,11415,Mosman
8329,sydney,12104141602,1141602,121041416,11416,Neutral Bay - Kirribilli
8330,sydney,12003139003,1139003,120031390,11390,Ashfield
8331,sydney,11703132928,1132928,117031329,11329,Darlinghurst
8332,sydney,11703133331,1133331,117031333,11333,Potts Point - Woolloomooloo
8333,sydney,12601149555,1149555,126011495,11495,Epping - North Epping
8334,sydney,12101140033,1140033,121011400,11400,Lane Cove - Greenwich
8335,sydney,12101140251,1140251,121011402,11402,Willoughby - Castle Cove - Northbridge
8336,sydney,12702151303,1151303,127021513,11513,Canley Vale - Canley Heights
8337,sydney,12702151607,1151607,127021516,11516,Fairfield - West
8338,sydney,12702151608,1151608,127021516,11516,Fairfield - West
8339,sydney,12702151619,1151619,127021516,11516,Fairfield - West
8340,sydney,12302144420,1144420,123021444,11444,Rosemeadow - Glen Alpine
8341,sydney,12302144436,1144436,123021444,11444,Rosemeadow - Glen Alpine
8342,sydney,12303144807,1144807,123031448,11448,The Oaks - Oakdale
8343,sydney,12203142836,1142836,122031428,11428,Frenchs Forest - Belrose
8344,sydney,12203142837,1142837,122031428,11428,Frenchs Forest - Belrose
8345,sydney,12602159004,1159004,126021590,11590,Putney
8346,sydney,11502129719,1129719,115021297,11297,Dural - Kenthurst - Wisemans Ferry
8347,sydney,12203143144,1143144,122031431,11431,Narrabeen - Collaroy
8348,sydney,12501158210,1158210,125011582,11582,Auburn - Central
8349,sydney,12501158630,1158630,125011586,11586,Lidcombe
8350,sydney,11901157120,1157120,119011571,11571,Bankstown - North
8351,sydney,12503148138,1148138,125031481,11481,Granville - Clyde
8352,sydney,12403146014,1146014,124031460,11460,Glenmore Park - Regentville
8353,sydney,12403146234,1146234,124031462,11462,Kingswood - Werrington
8354,sydney,10201104103,1104103,102011041,11041,Wamberal - Forresters Beach
8355,sydney,10201104007,1104007,102011040,11040,Umina - Booker Bay - Patonga
8356,sydney,10201103242,1103242,102011032,11032,Gosford - Springfield
8357,sydney,10201104208,1104208,102011042,11042,Woy Woy - Blackwall
8358,sydney,11503130003,1130003,115031300,11300,Kurrajong Heights - Ebenezer
8359,sydney,11503130055,1130055,115031300,11300,Kurrajong Heights - Ebenezer
8360,sydney,12602149815,1149815,126021498,11498,Gladesville - Huntleys Point
8361,sydney,11904137511,1137511,119041375,11375,Arncliffe - Bardwell Valley
8362,sydney,11904137605,1137605,119041376,11376,Bexley
8363,sydney,11601130851,1130851,116011308,11308,Seven Hills - Toongabbie
8364,sydney,11901135903,1135903,119011359,11359,Panania - Milperra - Picnic Point
8365,sydney,11901157220,1157220,119011572,11572,Bankstown - South
8366,sydney,11901157232,1157232,119011572,11572,Bankstown - South
8367,sydney,11602130918,1130918,116021309,11309,Glenwood
8368,sydney,11801134045,1134045,118011340,11340,Bondi Beach - North Bondi
8369,sydney,11801134508,1134508,118011345,11345,Paddington - Moore Park
8370,sydney,11802156914,1156914,118021569,11569,Randwick - North
8371,sydney,11902136311,1136311,119021363,11363,Canterbury (South) - Campsie
8372,sydney,10202104804,1104804,102021048,11048,Gorokan - Kanwal - Charmhaven
8373,sydney,10202104845,1104845,102021048,11048,Gorokan - Kanwal - Charmhaven
8374,sydney,11802135019,1135019,118021350,11350,Malabar - La Perouse - Chifley
8375,sydney,11501155506,1155506,115011555,11555,Castle Hill - North
8376,sydney,11602156317,1156317,116021563,11563,Quakers Hill
8377,sydney,11501155809,1155809,115011558,11558,Cherrybrook
8378,sydney,12801160402,1160402,128011604,11604,Cronulla - Kurnell - Bundeena
8379,sydney,12801160433,1160433,128011604,11604,Cronulla - Kurnell - Bundeena
8380,sydney,11901135442,1135442,119011354,11354,Bass Hill - Georges Hall
8381,sydney,12504148938,1148938,125041489,11489,North Parramatta
8382,sydney,12301143413,1143413,123011434,11434,Elderslie - Harrington Park
8383,sydney,12301143561,1143561,123011435,11435,Mount Annan - Currans Hill
8384,sydney,12301143510,1143510,123011435,11435,Mount Annan - Currans Hill
8385,sydney,12301143533,1143533,123011435,11435,Mount Annan - Currans Hill
8386,sydney,12701159715,1159715,127011597,11597,West Hoxton - Middleton Grange
8387,sydney,12703160028,1160028,127031600,11600,Prestons - Edmondson Park
8388,sydney,11902136210,1136210,119021362,11362,Belmore - Belfield
8389,sydney,12504149004,1149004,125041490,11490,North Rocks
8390,sydney,12201141822,1141822,122011418,11418,Balgowlah - Clontarf - Seaforth
8391,sydney,12202142314,1142314,122021423,11423,Warriewood - Mona Vale
8392,sydney,11801134505,1134505,118011345,11345,Paddington - Moore Park
8393,sydney,12601149609,1149609,126011496,11496,Pennant Hills - Cheltenham
8394,sydney,12104141411,1141411,121041414,11414,Crows Nest - Waverton
8395,sydney,12702152007,1152007,127021520,11520,St Johns Park - Wakeley
8396,sydney,12703160103,1160103,127031601,11601,Warwick Farm
8397,sydney,12302143610,1143610,123021436,11436,Bradbury - Wedderburn
8398,sydney,12101139824,1139824,121011398,11398,Chatswood (East) - Artarmon
8399,sydney,12103140823,1140823,121031408,11408,Lindfield - Roseville
8400,sydney,12102140319,1140319,121021403,11403,Asquith - Mount Colah
8401,sydney,12103141112,1141112,121031411,11411,Turramurra
8402,sydney,12103141014,1141014,121031410,11410,St Ives
8403,sydney,12103141121,1141121,121031411,11411,Turramurra
8404,sydney,12602149803,1149803,126021498,11498,Gladesville - Huntleys Point
8405,sydney,12405147024,1147024,124051470,11470,St Clair
8406,sydney,11504130242,1130242,115041302,11302,Rouse Hill - Beaumont Hills
8407,sydney,11904138221,1138221,119041382,11382,Sans Souci - Ramsgate
8408,sydney,12203142612,1142612,122031426,11426,Dee Why - North Curl Curl
8409,sydney,12403145903,1145903,124031459,11459,Emu Plains - Leonay
8410,sydney,12403145909,1145909,124031459,11459,Emu Plains - Leonay
8411,sydney,12501147312,1147312,125011473,11473,Homebush Bay - Silverwater
8412,sydney,12501147318,1147318,125011473,11473,Homebush Bay - Silverwater
8413,sydney,10202104736,1104736,102021047,11047,Chittaway Bay - Tumbi Umbi
8414,sydney,11904137726,1137726,119041377,11377,Kingsgrove (South) - Bardwell Park
8415,sydney,12302144209,1144209,123021442,11442,Macquarie Fields - Glenfield
8416,sydney,12702150916,1150916,127021509,11509,Bonnyrigg Heights - Bonnyrigg
8417,sydney,11901136016,1136016,119011360,11360,Revesby
8418,sydney,11703133630,1133630,117031336,11336,Surry Hills
8419,sydney,11503130041,1130041,115031300,11300,Kurrajong Heights - Ebenezer
8420,sydney,11801134527,1134527,118011345,11345,Paddington - Moore Park
8421,sydney,11802156515,1156515,118021565,11565,Kingsford
8422,sydney,11802156710,1156710,118021567,11567,Maroubra - South
8423,sydney,11703133228,1133228,117031332,11332,Newtown - Camperdown - Darlington
8424,sydney,10201103807,1103807,102011038,11038,Saratoga - Davistown
8425,sydney,10202104831,1104831,102021048,11048,Gorokan - Kanwal - Charmhaven
8426,sydney,11703133812,1133812,117031338,11338,Waterloo - Beaconsfield
8427,sydney,12403146411,1146411,124031464,11464,Penrith
8428,sydney,12405158119,1158119,124051581,11581,St Marys - North St Marys
8429,sydney,12703159837,1159837,127031598,11598,Liverpool
8430,sydney,11901135603,1135603,119011356,11356,Condell Park
8431,sydney,12503148014,1148014,125031480,11480,Fairfield - East
8432,sydney,12801153132,1153132,128011531,11531,Sylvania - Taren Point
8433,sydney,12801152924,1152924,128011529,11529,Gymea - Grays Point
8434,sydney,12801153038,1153038,128011530,11530,Miranda - Yowie Bay
8435,sydney,12802160717,1160717,128021607,11607,Engadine
8436,sydney,12502147605,1147605,125021476,11476,Carlingford
8437,sydney,12502147831,1147831,125021478,11478,Oatlands - Dundas Valley
8438,sydney,12301143502,1143502,123011435,11435,Mount Annan - Currans Hill
8439,sydney,12701159201,1159201,127011592,11592,Badgerys Creek
8440,sydney,12302143810,1143810,123021438,11438,Claymore - Eagle Vale - Raby
8441,sydney,11902136238,1136238,119021362,11362,Belmore - Belfield
8442,sydney,12504149010,1149010,125041490,11490,North Rocks
8443,sydney,12103141238,1141238,121031412,11412,Wahroonga (East) - Warrawee
8444,sydney,12003139322,1139322,120031393,11393,Croydon Park - Enfield
8445,sydney,12003139325,1139325,120031393,11393,Croydon Park - Enfield
8446,sydney,12101139921,1139921,121011399,11399,Chatswood (West) - Lane Cove North
8447,sydney,12702151145,1151145,127021511,11511,Cabramatta - Lansvale
8448,sydney,12702151308,1151308,127021513,11513,Canley Vale - Canley Heights
8449,sydney,12702151614,1151614,127021516,11516,Fairfield - West
8450,sydney,12302143620,1143620,123021436,11436,Bradbury - Wedderburn
8451,sydney,12302144406,1144406,123021444,11444,Rosemeadow - Glen Alpine
8452,sydney,12102140410,1140410,121021404,11404,Berowra - Brooklyn - Cowan
8453,sydney,12203142816,1142816,122031428,11428,Frenchs Forest - Belrose
8454,sydney,12501158404,1158404,125011584,11584,Auburn - South
8455,sydney,10202105711,1105711,102021057,11057,Wyong
8456,sydney,11903137004,1137004,119031370,11370,Narwee - Beverly Hills
8457,sydney,12602149712,1149712,126021497,11497,Eastwood - Denistone
8458,sydney,10201103315,1103315,102011033,11033,Kariong
8459,sydney,11903137107,1137107,119031371,11371,Oatley - Hurstville Grove
8460,sydney,11702132733,1132733,117021327,11327,Petersham - Stanmore
8461,sydney,11601156116,1156116,116011561,11561,Blacktown (West)
8462,sydney,12301143318,1143318,123011433,11433,Camden - Ellis Lane
8463,sydney,12301143321,1143321,123011433,11433,Camden - Ellis Lane
8464,sydney,12301143323,1143323,123011433,11433,Camden - Ellis Lane
8465,sydney,12303144821,1144821,123031448,11448,The Oaks - Oakdale
8466,sydney,11702132604,1132604,117021326,11326,Marrickville
8467,sydney,11501129128,1129128,115011291,11291,Baulkham Hills (West) - Bella Vista
8468,sydney,11801134027,1134027,118011340,11340,Bondi Beach - North Bondi
8469,sydney,10201103129,1103129,102011031,11031,Erina - Green Point
8470,sydney,11802156518,1156518,118021565,11565,Kingsford
8471,sydney,11703133034,1133034,117031330,11330,Erskineville - Alexandria
8472,sydney,12401145046,1145046,124011450,11450,Blaxland - Warrimoo - Lapstone
8473,sydney,12801160461,1160461,128011604,11604,Cronulla - Kurnell - Bundeena
8474,sydney,12703152322,1152322,127031523,11523,Chipping Norton - Moorebank
8475,sydney,12703159914,1159914,127031599,11599,Lurnea - Cartwright
8476,sydney,11901135426,1135426,119011354,11354,Bass Hill - Georges Hall
8477,sydney,11901136127,1136127,119011361,11361,Yagoona - Birrong
8478,sydney,12503148027,1148027,125031480,11480,Fairfield - East
8479,sydney,12503148440,1148440,125031484,11484,Guildford West - Merrylands West
8480,sydney,12801152936,1152936,128011529,11529,Gymea - Grays Point
8481,sydney,12802160703,1160703,128021607,11607,Engadine
8482,sydney,12701159407,1159407,127011594,11594,Green Valley
8483,sydney,12502147748,1147748,125021477,11477,Ermington - Rydalmere
8484,sydney,12302144025,1144025,123021440,11440,Ingleburn - Denham Court
8485,sydney,12701159707,1159707,127011597,11597,West Hoxton - Middleton Grange
8486,sydney,12503148421,1148421,125031484,11484,Guildford West - Merrylands West
8487,sydney,12504158906,1158906,125041589,11589,Wentworthville - Westmead
8488,sydney,12601149638,1149638,126011496,11496,Pennant Hills - Cheltenham
8489,sydney,12601149642,1149642,126011496,11496,Pennant Hills - Cheltenham
8490,sydney,12003139028,1139028,120031390,11390,Ashfield
8491,sydney,12003139301,1139301,120031393,11393,Croydon Park - Enfield
8492,sydney,11801134349,1134349,118011343,11343,Double Bay - Bellevue Hill
8493,sydney,12602159126,1159126,126021591,11591,Ryde
8494,sydney,12702152003,1152003,127021520,11520,St Johns Park - Wakeley
8495,sydney,12302143617,1143617,123021436,11436,Bradbury - Wedderburn
8496,sydney,12302143632,1143632,123021436,11436,Bradbury - Wedderburn
8497,sydney,12103140832,1140832,121031408,11408,Lindfield - Roseville
8498,sydney,12203142735,1142735,122031427,11427,Forestville - Killarney Heights
8499,sydney,11501155830,1155830,115011558,11558,Cherrybrook
8500,sydney,12102157723,1157723,121021577,11577,Hornsby - East
8501,sydney,12102140616,1140616,121021406,11406,Normanhurst - Thornleigh - Westleigh
8502,sydney,12103141047,1141047,121031410,11410,St Ives
8503,sydney,12103141102,1141102,121031411,11411,Turramurra
8504,sydney,12001138341,1138341,120011383,11383,Concord - Mortlake - Cabarita
8505,sydney,11603131748,1131748,116031317,11317,Mount Druitt - Whalan
8506,sydney,12403145924,1145924,124031459,11459,Emu Plains - Leonay
8507,sydney,12203142424,1142424,122031424,11424,Beacon Hill - Narraweena
8508,sydney,11901157127,1157127,119011571,11571,Bankstown - North
8509,sydney,12403146122,1146122,124031461,11461,Jamisontown - South Penrith
8510,sydney,10202104438,1104438,102021044,11044,Bateau Bay - Killarney Vale
8511,sydney,11903136930,1136930,119031369,11369,Mortdale - Penshurst
8512,sydney,11503130025,1130025,115031300,11300,Kurrajong Heights - Ebenezer
8513,sydney,12802153636,1153636,128021536,11536,Oyster Bay - Como - Jannali
8514,sydney,12002138921,1138921,120021389,11389,Lilyfield - Rozelle
8515,sydney,11601130650,1130650,116011306,11306,Doonside - Woodcroft
8516,sydney,11902136457,1136457,119021364,11364,Kingsgrove (North) - Earlwood
8517,sydney,11902136605,1136605,119021366,11366,Punchbowl
8518,sydney,12701159520,1159520,127011595,11595,Hinchinbrook
8519,sydney,12702150934,1150934,127021509,11509,Bonnyrigg Heights - Bonnyrigg
8520,sydney,11904137625,1137625,119041376,11376,Bexley
8521,sydney,11901136008,1136008,119011360,11360,Revesby
8522,sydney,11801134537,1134537,118011345,11345,Paddington - Moore Park
8523,sydney,10201103924,1103924,102011039,11039,Terrigal - North Avoca
8524,sydney,12802153503,1153503,128021535,11535,Menai - Lucas Heights - Woronora
8525,sydney,11801134123,1134123,118011341,11341,Bondi Junction - Waverly
8526,sydney,11802156908,1156908,118021569,11569,Randwick - North
8527,sydney,11701132203,1132203,117011322,11322,Mascot - Eastlakes
8528,sydney,11802135034,1135034,118021350,11350,Malabar - La Perouse - Chifley
8529,sydney,12403145922,1145922,124031459,11459,Emu Plains - Leonay
8530,sydney,12703159814,1159814,127031598,11598,Liverpool
8531,sydney,12703159816,1159816,127031598,11598,Liverpool
8532,sydney,12701150523,1150523,127011505,11505,Austral - Greendale
8533,sydney,12701159312,1159312,127011593,11593,Cecil Hills
