fid,Locale,SA1 Main Code,SA1 7 Digit Code,SA2 Main Code,SA2 5 Digit Code,SA2 Name
958,newcastle_maitland,11101121305,1121305,111011213,11213,Valentine - Eleebana
959,newcastle_maitland,11102121707,1121707,111021217,11217,Edgeworth - Cameron Park
960,newcastle_maitland,11101120706,1120706,111011207,11207,Belmont South - Blacksmiths
961,newcastle_maitland,11103122228,1122228,111031222,11222,Adamstown - Kotara
962,newcastle_maitland,10603112214,1112214,106031122,11122,Raymond Terrace
963,newcastle_maitland,11103122618,1122618,111031226,11226,Maryland - Fletcher - Minmi
964,newcastle_maitland,11103122620,1122620,111031226,11226,Maryland - Fletcher - Minmi
965,newcastle_maitland,10601110842,1110842,106011108,11108,Cessnock
966,newcastle_maitland,11101121105,1121105,111011211,11211,Redhead
967,newcastle_maitland,11103122504,1122504,111031225,11225,Lambton - New Lambton
968,newcastle_maitland,11103122823,1122823,111031228,11228,Merewether - The Junction
969,newcastle_maitland,11101120927,1120927,111011209,11209,Glendale - Cardiff - Hillsborough
970,newcastle_maitland,11103122225,1122225,111031222,11222,Adamstown - Kotara
971,newcastle_maitland,11103123413,1123413,111031234,11234,Waratah - North Lambton
972,newcastle_maitland,11101120939,1120939,111011209,11209,Glendale - Cardiff - Hillsborough
973,newcastle_maitland,11101120846,1120846,111011208,11208,Charlestown - Dudley
974,newcastle_maitland,11103122414,1122414,111031224,11224,Hamilton - Broadmeadow
975,newcastle_maitland,11101121215,1121215,111011212,11212,Swansea - Caves Beach
976,newcastle_maitland,11102121736,1121736,111021217,11217,Edgeworth - Cameron Park
977,newcastle_maitland,11101120819,1120819,111011208,11208,Charlestown - Dudley
978,newcastle_maitland,11101120834,1120834,111011208,11208,Charlestown - Dudley
979,newcastle_maitland,11103122916,1122916,111031229,11229,Newcastle - Cooks Hill
980,newcastle_maitland,11102121907,1121907,111021219,11219,Toronto - Awaba
981,newcastle_maitland,11102122018,1122018,111021220,11220,Wangi Wangi - Rathmines
982,newcastle_maitland,11101120833,1120833,111011208,11208,Charlestown - Dudley
983,newcastle_maitland,10602111558,1111558,106021115,11115,Maitland - East
984,newcastle_maitland,11103123334,1123334,111031233,11233,Wallsend - Elermore Vale
985,newcastle_maitland,11103123101,1123101,111031231,11231,Shortland - Jesmond
986,newcastle_maitland,10601111121,1111121,106011111,11111,Kurri Kurri - Abermain
987,newcastle_maitland,10601111131,1111131,106011111,11111,Kurri Kurri - Abermain
988,newcastle_maitland,11101120813,1120813,111011208,11208,Charlestown - Dudley
989,newcastle_maitland,11101120848,1120848,111011208,11208,Charlestown - Dudley
990,newcastle_maitland,11101121330,1121330,111011213,11213,Valentine - Eleebana
991,newcastle_maitland,10602111733,1111733,106021117,11117,Maitland - West
992,newcastle_maitland,11101121011,1121011,111011210,11210,Mount Hutton - Windale
993,newcastle_maitland,11103122730,1122730,111031227,11227,Mayfield - Warabrook
994,newcastle_maitland,10603112201,1112201,106031122,11122,Raymond Terrace
995,newcastle_maitland,10601111108,1111108,106011111,11111,Kurri Kurri - Abermain
996,newcastle_maitland,11102122015,1122015,111021220,11220,Wangi Wangi - Rathmines
997,newcastle_maitland,11101120830,1120830,111011208,11208,Charlestown - Dudley
998,newcastle_maitland,11103122234,1122234,111031222,11222,Adamstown - Kotara
999,newcastle_maitland,11101121319,1121319,111011213,11213,Valentine - Eleebana
1000,newcastle_maitland,10602111543,1111543,106021115,11115,Maitland - East
1001,newcastle_maitland,10602111713,1111713,106021117,11117,Maitland - West
1002,newcastle_maitland,11103122413,1122413,111031224,11224,Hamilton - Broadmeadow
1003,newcastle_maitland,11101121214,1121214,111011212,11212,Swansea - Caves Beach
1004,newcastle_maitland,11101121217,1121217,111011212,11212,Swansea - Caves Beach
1005,newcastle_maitland,11101120919,1120919,111011209,11209,Glendale - Cardiff - Hillsborough
1006,newcastle_maitland,11103123113,1123113,111031231,11231,Shortland - Jesmond
1007,newcastle_maitland,10603112223,1112223,106031122,11122,Raymond Terrace
1008,newcastle_maitland,11102121731,1121731,111021217,11217,Edgeworth - Cameron Park
1009,newcastle_maitland,11103122240,1122240,111031222,11222,Adamstown - Kotara
1010,newcastle_maitland,11103122733,1122733,111031227,11227,Mayfield - Warabrook
1011,newcastle_maitland,11103123501,1123501,111031235,11235,Wickham - Carrington - Tighes Hill
1012,newcastle_maitland,11101121419,1121419,111011214,11214,Warners Bay - Boolaroo
1013,newcastle_maitland,10602111565,1111565,106021115,11115,Maitland - East
1014,newcastle_maitland,11102121940,1121940,111021219,11219,Toronto - Awaba
1015,newcastle_maitland,11101120861,1120861,111011208,11208,Charlestown - Dudley
1016,newcastle_maitland,11101120862,1120862,111011208,11208,Charlestown - Dudley
1017,newcastle_maitland,11103122805,1122805,111031228,11228,Merewether - The Junction
1018,newcastle_maitland,11103122421,1122421,111031224,11224,Hamilton - Broadmeadow
1019,newcastle_maitland,11103123123,1123123,111031231,11231,Shortland - Jesmond
1020,newcastle_maitland,11103123423,1123423,111031234,11234,Waratah - North Lambton
1021,newcastle_maitland,10602111717,1111717,106021117,11117,Maitland - West
1022,newcastle_maitland,10601110836,1110836,106011108,11108,Cessnock
1023,newcastle_maitland,11102121912,1121912,111021219,11219,Toronto - Awaba
1024,newcastle_maitland,11101120866,1120866,111011208,11208,Charlestown - Dudley
1025,newcastle_maitland,11103122903,1122903,111031229,11229,Newcastle - Cooks Hill
1026,newcastle_maitland,10602111520,1111520,106021115,11115,Maitland - East
1027,newcastle_maitland,11103122208,1122208,111031222,11222,Adamstown - Kotara
1028,newcastle_maitland,11103122731,1122731,111031227,11227,Mayfield - Warabrook
1029,newcastle_maitland,11101120909,1120909,111011209,11209,Glendale - Cardiff - Hillsborough
1030,newcastle_maitland,11103122301,1122301,111031223,11223,Beresfield - Hexham
1031,newcastle_maitland,10602111601,1111601,106021116,11116,Maitland - North
1032,newcastle_maitland,11101120821,1120821,111011208,11208,Charlestown - Dudley
1033,newcastle_maitland,11103122405,1122405,111031224,11224,Hamilton - Broadmeadow
1034,newcastle_maitland,11101121023,1121023,111011210,11210,Mount Hutton - Windale
1035,newcastle_maitland,11103122541,1122541,111031225,11225,Lambton - New Lambton
1036,newcastle_maitland,11103123206,1123206,111031232,11232,Stockton - Fullerton Cove
1037,newcastle_maitland,10603112234,1112234,106031122,11122,Raymond Terrace
1038,newcastle_maitland,11103122318,1122318,111031223,11223,Beresfield - Hexham
1039,newcastle_maitland,10602111730,1111730,106021117,11117,Maitland - West
1040,newcastle_maitland,10602111749,1111749,106021117,11117,Maitland - West
1041,newcastle_maitland,10601111102,1111102,106011111,11111,Kurri Kurri - Abermain
1042,newcastle_maitland,11101120640,1120640,111011206,11206,Belmont - Bennetts Green
1043,newcastle_maitland,11103123001,1123001,111031230,11230,Newcastle Port - Kooragang
1044,newcastle_maitland,11101120949,1120949,111011209,11209,Glendale - Cardiff - Hillsborough
1045,newcastle_maitland,11101120627,1120627,111011206,11206,Belmont - Bennetts Green
1046,newcastle_maitland,11101120632,1120632,111011206,11206,Belmont - Bennetts Green
1047,newcastle_maitland,11101121006,1121006,111011210,11210,Mount Hutton - Windale
1048,newcastle_maitland,11101120641,1120641,111011206,11206,Belmont - Bennetts Green
1049,newcastle_maitland,11101120820,1120820,111011208,11208,Charlestown - Dudley
1050,newcastle_maitland,11103122924,1122924,111031229,11229,Newcastle - Cooks Hill
1051,newcastle_maitland,11103122525,1122525,111031225,11225,Lambton - New Lambton
1052,newcastle_maitland,11103122531,1122531,111031225,11225,Lambton - New Lambton
1053,newcastle_maitland,11103123325,1123325,111031233,11233,Wallsend - Elermore Vale
1054,newcastle_maitland,11102121514,1121514,111021215,11215,Bolton Point - Teralba
1055,newcastle_maitland,11102122014,1122014,111021220,11220,Wangi Wangi - Rathmines
1056,newcastle_maitland,11101121409,1121409,111011214,11214,Warners Bay - Boolaroo
1057,newcastle_maitland,11103122819,1122819,111031228,11228,Merewether - The Junction
1058,newcastle_maitland,10601110811,1110811,106011108,11108,Cessnock
1059,newcastle_maitland,11102122115,1122115,111021221,11221,West Wallsend - Barnsley - Killingworth
1060,newcastle_maitland,11101120915,1120915,111011209,11209,Glendale - Cardiff - Hillsborough
1061,newcastle_maitland,11101120907,1120907,111011209,11209,Glendale - Cardiff - Hillsborough
1062,newcastle_maitland,10602111734,1111734,106021117,11117,Maitland - West
1063,newcastle_maitland,10601111115,1111115,106011111,11111,Kurri Kurri - Abermain
1064,newcastle_maitland,11101120636,1120636,111011206,11206,Belmont - Bennetts Green
1065,newcastle_maitland,11101121414,1121414,111011214,11214,Warners Bay - Boolaroo
1066,newcastle_maitland,10602111549,1111549,106021115,11115,Maitland - East
1067,newcastle_maitland,11101120831,1120831,111011208,11208,Charlestown - Dudley
1068,newcastle_maitland,11103122901,1122901,111031229,11229,Newcastle - Cooks Hill
1069,newcastle_maitland,11101120946,1120946,111011209,11209,Glendale - Cardiff - Hillsborough
1070,newcastle_maitland,11103123326,1123326,111031233,11233,Wallsend - Elermore Vale
1071,newcastle_maitland,11103122325,1122325,111031223,11223,Beresfield - Hexham
1072,newcastle_maitland,11103123114,1123114,111031231,11231,Shortland - Jesmond
1073,newcastle_maitland,11102121713,1121713,111021217,11217,Edgeworth - Cameron Park
1074,newcastle_maitland,11103122521,1122521,111031225,11225,Lambton - New Lambton
1075,newcastle_maitland,11103122310,1122310,111031223,11223,Beresfield - Hexham
1076,newcastle_maitland,10602111533,1111533,106021115,11115,Maitland - East
1077,newcastle_maitland,11102121709,1121709,111021217,11217,Edgeworth - Cameron Park
1078,newcastle_maitland,11102121730,1121730,111021217,11217,Edgeworth - Cameron Park
1079,newcastle_maitland,11101120827,1120827,111011208,11208,Charlestown - Dudley
1080,newcastle_maitland,11103122412,1122412,111031224,11224,Hamilton - Broadmeadow
1081,newcastle_maitland,11103122529,1122529,111031225,11225,Lambton - New Lambton
1082,newcastle_maitland,11103122831,1122831,111031228,11228,Merewether - The Junction
1083,newcastle_maitland,11101120920,1120920,111011209,11209,Glendale - Cardiff - Hillsborough
1084,newcastle_maitland,11101120948,1120948,111011209,11209,Glendale - Cardiff - Hillsborough
1085,newcastle_maitland,11103123305,1123305,111031233,11233,Wallsend - Elermore Vale
1086,newcastle_maitland,10602111740,1111740,106021117,11117,Maitland - West
1087,newcastle_maitland,11101121408,1121408,111011214,11214,Warners Bay - Boolaroo
1088,newcastle_maitland,11103123203,1123203,111031232,11232,Stockton - Fullerton Cove
1089,newcastle_maitland,11103123515,1123515,111031235,11235,Wickham - Carrington - Tighes Hill
1090,newcastle_maitland,10601110841,1110841,106011108,11108,Cessnock
1091,newcastle_maitland,11101120634,1120634,111011206,11206,Belmont - Bennetts Green
1092,newcastle_maitland,10602111537,1111537,106021115,11115,Maitland - East
1093,newcastle_maitland,10603112226,1112226,106031122,11122,Raymond Terrace
1094,newcastle_maitland,10601111144,1111144,106011111,11111,Kurri Kurri - Abermain
1095,newcastle_maitland,10601110847,1110847,106011108,11108,Cessnock
1096,newcastle_maitland,11101120851,1120851,111011208,11208,Charlestown - Dudley
1097,newcastle_maitland,11101121315,1121315,111011213,11213,Valentine - Eleebana
1098,newcastle_maitland,11102121708,1121708,111021217,11217,Edgeworth - Cameron Park
1099,newcastle_maitland,11103123212,1123212,111031232,11232,Stockton - Fullerton Cove
1100,newcastle_maitland,10601110819,1110819,106011108,11108,Cessnock
1101,newcastle_maitland,11101120624,1120624,111011206,11206,Belmont - Bennetts Green
1102,newcastle_maitland,11101120858,1120858,111011208,11208,Charlestown - Dudley
1103,newcastle_maitland,10602111545,1111545,106021115,11115,Maitland - East
1104,newcastle_maitland,10601111129,1111129,106011111,11111,Kurri Kurri - Abermain
1105,newcastle_maitland,11101120623,1120623,111011206,11206,Belmont - Bennetts Green
1106,newcastle_maitland,11103122218,1122218,111031222,11222,Adamstown - Kotara
1107,newcastle_maitland,11101121216,1121216,111011212,11212,Swansea - Caves Beach
1108,newcastle_maitland,11103122616,1122616,111031226,11226,Maryland - Fletcher - Minmi
1109,newcastle_maitland,11103122617,1122617,111031226,11226,Maryland - Fletcher - Minmi
1110,newcastle_maitland,10601111104,1111104,106011111,11111,Kurri Kurri - Abermain
1111,newcastle_maitland,10601110848,1110848,106011108,11108,Cessnock
1112,newcastle_maitland,11101120608,1120608,111011206,11206,Belmont - Bennetts Green
1113,newcastle_maitland,11103122401,1122401,111031224,11224,Hamilton - Broadmeadow
1114,newcastle_maitland,11103122919,1122919,111031229,11229,Newcastle - Cooks Hill
1115,newcastle_maitland,11101121210,1121210,111011212,11212,Swansea - Caves Beach
1116,newcastle_maitland,10602111551,1111551,106021115,11115,Maitland - East
1117,newcastle_maitland,10602111605,1111605,106021116,11116,Maitland - North
1118,newcastle_maitland,10601110828,1110828,106011108,11108,Cessnock
1119,newcastle_maitland,11102121520,1121520,111021215,11215,Bolton Point - Teralba
1120,newcastle_maitland,11101120849,1120849,111011208,11208,Charlestown - Dudley
1121,newcastle_maitland,11101120815,1120815,111011208,11208,Charlestown - Dudley
1122,newcastle_maitland,11103122510,1122510,111031225,11225,Lambton - New Lambton
1123,newcastle_maitland,11102121724,1121724,111021217,11217,Edgeworth - Cameron Park
1124,newcastle_maitland,10603112219,1112219,106031122,11122,Raymond Terrace
1125,newcastle_maitland,10602111722,1111722,106021117,11117,Maitland - West
1126,newcastle_maitland,11101120837,1120837,111011208,11208,Charlestown - Dudley
1127,newcastle_maitland,10602111528,1111528,106021115,11115,Maitland - East
1128,newcastle_maitland,11103122540,1122540,111031225,11225,Lambton - New Lambton
1129,newcastle_maitland,10601110809,1110809,106011108,11108,Cessnock
1130,newcastle_maitland,10601111109,1111109,106011111,11111,Kurri Kurri - Abermain
1131,newcastle_maitland,11102121513,1121513,111021215,11215,Bolton Point - Teralba
1132,newcastle_maitland,10602111555,1111555,106021115,11115,Maitland - East
1133,newcastle_maitland,11101120616,1120616,111011206,11206,Belmont - Bennetts Green
1134,newcastle_maitland,11101120639,1120639,111011206,11206,Belmont - Bennetts Green
1135,newcastle_maitland,11102121719,1121719,111021217,11217,Edgeworth - Cameron Park
1136,newcastle_maitland,11101120702,1120702,111011207,11207,Belmont South - Blacksmiths
1137,newcastle_maitland,11103123338,1123338,111031233,11233,Wallsend - Elermore Vale
1138,newcastle_maitland,10602111611,1111611,106021116,11116,Maitland - North
1139,newcastle_maitland,11102122118,1122118,111021221,11221,West Wallsend - Barnsley - Killingworth
1140,newcastle_maitland,10601111123,1111123,106011111,11111,Kurri Kurri - Abermain
1141,newcastle_maitland,11101120611,1120611,111011206,11206,Belmont - Bennetts Green
1142,newcastle_maitland,11101120925,1120925,111011209,11209,Glendale - Cardiff - Hillsborough
1143,newcastle_maitland,11101120950,1120950,111011209,11209,Glendale - Cardiff - Hillsborough
1144,newcastle_maitland,11103122229,1122229,111031222,11222,Adamstown - Kotara
1145,newcastle_maitland,11103122230,1122230,111031222,11222,Adamstown - Kotara
1146,newcastle_maitland,10602111745,1111745,106021117,11117,Maitland - West
1147,newcastle_maitland,11102121901,1121901,111021219,11219,Toronto - Awaba
1148,newcastle_maitland,11102122105,1122105,111021221,11221,West Wallsend - Barnsley - Killingworth
1149,newcastle_maitland,11103122204,1122204,111031222,11222,Adamstown - Kotara
1150,newcastle_maitland,11103122923,1122923,111031229,11229,Newcastle - Cooks Hill
1151,newcastle_maitland,11102121710,1121710,111021217,11217,Edgeworth - Cameron Park
1152,newcastle_maitland,10603112208,1112208,106031122,11122,Raymond Terrace
1153,newcastle_maitland,11103122631,1122631,111031226,11226,Maryland - Fletcher - Minmi
1154,newcastle_maitland,10602111719,1111719,106021117,11117,Maitland - West
1155,newcastle_maitland,11101120620,1120620,111011206,11206,Belmont - Bennetts Green
1156,newcastle_maitland,11101120638,1120638,111011206,11206,Belmont - Bennetts Green
1157,newcastle_maitland,11103122227,1122227,111031222,11222,Adamstown - Kotara
1158,newcastle_maitland,11103122811,1122811,111031228,11228,Merewether - The Junction
1159,newcastle_maitland,11103123518,1123518,111031235,11235,Wickham - Carrington - Tighes Hill
1160,newcastle_maitland,10602111750,1111750,106021117,11117,Maitland - West
1161,newcastle_maitland,10602111535,1111535,106021115,11115,Maitland - East
1162,newcastle_maitland,11103122501,1122501,111031225,11225,Lambton - New Lambton
1163,newcastle_maitland,10603112202,1112202,106031122,11122,Raymond Terrace
1164,newcastle_maitland,11103122311,1122311,111031223,11223,Beresfield - Hexham
1165,newcastle_maitland,10602111512,1111512,106021115,11115,Maitland - East
1166,newcastle_maitland,11103122315,1122315,111031223,11223,Beresfield - Hexham
1167,newcastle_maitland,11101120810,1120810,111011208,11208,Charlestown - Dudley
1168,newcastle_maitland,11103122206,1122206,111031222,11222,Adamstown - Kotara
1169,newcastle_maitland,11103122827,1122827,111031228,11228,Merewether - The Junction
1170,newcastle_maitland,10602111739,1111739,106021117,11117,Maitland - West
1171,newcastle_maitland,11101121022,1121022,111011210,11210,Mount Hutton - Windale
1172,newcastle_maitland,11103122814,1122814,111031228,11228,Merewether - The Junction
1173,newcastle_maitland,11103122212,1122212,111031222,11222,Adamstown - Kotara
1174,newcastle_maitland,11103123120,1123120,111031231,11231,Shortland - Jesmond
1175,newcastle_maitland,11101120940,1120940,111011209,11209,Glendale - Cardiff - Hillsborough
1176,newcastle_maitland,11103122317,1122317,111031223,11223,Beresfield - Hexham
1177,newcastle_maitland,11102122011,1122011,111021220,11220,Wangi Wangi - Rathmines
1178,newcastle_maitland,11103122205,1122205,111031222,11222,Adamstown - Kotara
1179,newcastle_maitland,11101120711,1120711,111011207,11207,Belmont South - Blacksmiths
1180,newcastle_maitland,10601111103,1111103,106011111,11111,Kurri Kurri - Abermain
1181,newcastle_maitland,10601111125,1111125,106011111,11111,Kurri Kurri - Abermain
1182,newcastle_maitland,11102121704,1121704,111021217,11217,Edgeworth - Cameron Park
1183,newcastle_maitland,11103123107,1123107,111031231,11231,Shortland - Jesmond
1184,newcastle_maitland,11103123119,1123119,111031231,11231,Shortland - Jesmond
1185,newcastle_maitland,11103123507,1123507,111031235,11235,Wickham - Carrington - Tighes Hill
1186,newcastle_maitland,11101120922,1120922,111011209,11209,Glendale - Cardiff - Hillsborough
1187,newcastle_maitland,10601110855,1110855,106011108,11108,Cessnock
1188,newcastle_maitland,11102122104,1122104,111021221,11221,West Wallsend - Barnsley - Killingworth
1189,newcastle_maitland,10602111812,1111812,106021118,11118,Thornton - Millers Forest
1190,newcastle_maitland,11101121014,1121014,111011210,11210,Mount Hutton - Windale
1191,newcastle_maitland,11103122408,1122408,111031224,11224,Hamilton - Broadmeadow
1192,newcastle_maitland,11103122824,1122824,111031228,11228,Merewether - The Junction
1193,newcastle_maitland,11103122826,1122826,111031228,11228,Merewether - The Junction
1194,newcastle_maitland,11101120934,1120934,111011209,11209,Glendale - Cardiff - Hillsborough
1195,newcastle_maitland,11101120941,1120941,111011209,11209,Glendale - Cardiff - Hillsborough
1196,newcastle_maitland,11103123320,1123320,111031233,11233,Wallsend - Elermore Vale
1197,newcastle_maitland,11103122628,1122628,111031226,11226,Maryland - Fletcher - Minmi
1198,newcastle_maitland,11103123341,1123341,111031233,11233,Wallsend - Elermore Vale
1199,newcastle_maitland,10601110813,1110813,106011108,11108,Cessnock
1200,newcastle_maitland,11102122017,1122017,111021220,11220,Wangi Wangi - Rathmines
1201,newcastle_maitland,11101120836,1120836,111011208,11208,Charlestown - Dudley
1202,newcastle_maitland,11101121326,1121326,111011213,11213,Valentine - Eleebana
1203,newcastle_maitland,10602111546,1111546,106021115,11115,Maitland - East
1204,newcastle_maitland,10602111608,1111608,106021116,11116,Maitland - North
1205,newcastle_maitland,10602111802,1111802,106021118,11118,Thornton - Millers Forest
1206,newcastle_maitland,11101120606,1120606,111011206,11206,Belmont - Bennetts Green
1207,newcastle_maitland,11103123401,1123401,111031234,11234,Waratah - North Lambton
1208,newcastle_maitland,11103122231,1122231,111031222,11222,Adamstown - Kotara
1209,newcastle_maitland,11103122303,1122303,111031223,11223,Beresfield - Hexham
1210,newcastle_maitland,10602111572,1111572,106021115,11115,Maitland - East
1211,newcastle_maitland,10602111737,1111737,106021117,11117,Maitland - West
1212,newcastle_maitland,11101121204,1121204,111011212,11212,Swansea - Caves Beach
1213,newcastle_maitland,11101120601,1120601,111011206,11206,Belmont - Bennetts Green
1214,newcastle_maitland,11101120605,1120605,111011206,11206,Belmont - Bennetts Green
1215,newcastle_maitland,11101121224,1121224,111011212,11212,Swansea - Caves Beach
1216,newcastle_maitland,11103123336,1123336,111031233,11233,Wallsend - Elermore Vale
1217,newcastle_maitland,11103123117,1123117,111031231,11231,Shortland - Jesmond
1218,newcastle_maitland,10602111557,1111557,106021115,11115,Maitland - East
1219,newcastle_maitland,10602111712,1111712,106021117,11117,Maitland - West
1220,newcastle_maitland,10601110825,1110825,106011108,11108,Cessnock
1221,newcastle_maitland,10601110822,1110822,106011108,11108,Cessnock
1222,newcastle_maitland,11102122116,1122116,111021221,11221,West Wallsend - Barnsley - Killingworth
1223,newcastle_maitland,11103123303,1123303,111031233,11233,Wallsend - Elermore Vale
1224,newcastle_maitland,10602111401,1111401,106021114,11114,Maitland
1225,newcastle_maitland,10601110843,1110843,106011108,11108,Cessnock
1226,newcastle_maitland,10601111145,1111145,106011111,11111,Kurri Kurri - Abermain
1227,newcastle_maitland,11103122624,1122624,111031226,11226,Maryland - Fletcher - Minmi
1228,newcastle_maitland,11102121732,1121732,111021217,11217,Edgeworth - Cameron Park
1229,newcastle_maitland,11102121703,1121703,111021217,11217,Edgeworth - Cameron Park
1230,newcastle_maitland,10603112217,1112217,106031122,11122,Raymond Terrace
1231,newcastle_maitland,10601110814,1110814,106011108,11108,Cessnock
1232,newcastle_maitland,10601111110,1111110,106011111,11111,Kurri Kurri - Abermain
1233,newcastle_maitland,11101121404,1121404,111011214,11214,Warners Bay - Boolaroo
1234,newcastle_maitland,11103122418,1122418,111031224,11224,Hamilton - Broadmeadow
1235,newcastle_maitland,11103122912,1122912,111031229,11229,Newcastle - Cooks Hill
1236,newcastle_maitland,11103122626,1122626,111031226,11226,Maryland - Fletcher - Minmi
1237,newcastle_maitland,11102121902,1121902,111021219,11219,Toronto - Awaba
1238,newcastle_maitland,11102122112,1122112,111021221,11221,West Wallsend - Barnsley - Killingworth
1239,newcastle_maitland,10601111148,1111148,106011111,11111,Kurri Kurri - Abermain
1240,newcastle_maitland,11101120859,1120859,111011208,11208,Charlestown - Dudley
1241,newcastle_maitland,11103123519,1123519,111031235,11235,Wickham - Carrington - Tighes Hill
1242,newcastle_maitland,10602111814,1111814,106021118,11118,Thornton - Millers Forest
1243,newcastle_maitland,11103123316,1123316,111031233,11233,Wallsend - Elermore Vale
1244,newcastle_maitland,10602111735,1111735,106021117,11117,Maitland - West
1245,newcastle_maitland,11101120929,1120929,111011209,11209,Glendale - Cardiff - Hillsborough
1246,newcastle_maitland,11101121423,1121423,111011214,11214,Warners Bay - Boolaroo
1247,newcastle_maitland,11103122722,1122722,111031227,11227,Mayfield - Warabrook
1248,newcastle_maitland,10602111810,1111810,106021118,11118,Thornton - Millers Forest
1249,newcastle_maitland,11101121314,1121314,111011213,11213,Valentine - Eleebana
1250,newcastle_maitland,10601111105,1111105,106011111,11111,Kurri Kurri - Abermain
1251,newcastle_maitland,11101120619,1120619,111011206,11206,Belmont - Bennetts Green
1252,newcastle_maitland,11103122224,1122224,111031222,11222,Adamstown - Kotara
1253,newcastle_maitland,11103122605,1122605,111031226,11226,Maryland - Fletcher - Minmi
1254,newcastle_maitland,11101121001,1121001,111011210,11210,Mount Hutton - Windale
1255,newcastle_maitland,11103122207,1122207,111031222,11222,Adamstown - Kotara
1256,newcastle_maitland,11103122825,1122825,111031228,11228,Merewether - The Junction
1257,newcastle_maitland,11103122922,1122922,111031229,11229,Newcastle - Cooks Hill
1258,newcastle_maitland,11103123339,1123339,111031233,11233,Wallsend - Elermore Vale
1259,newcastle_maitland,11103122304,1122304,111031223,11223,Beresfield - Hexham
1260,newcastle_maitland,11103122216,1122216,111031222,11222,Adamstown - Kotara
1261,newcastle_maitland,11103122906,1122906,111031229,11229,Newcastle - Cooks Hill
1262,newcastle_maitland,11103122508,1122508,111031225,11225,Lambton - New Lambton
1263,newcastle_maitland,11103122701,1122701,111031227,11227,Mayfield - Warabrook
1264,newcastle_maitland,10602111808,1111808,106021118,11118,Thornton - Millers Forest
1265,newcastle_maitland,11101121329,1121329,111011213,11213,Valentine - Eleebana
1266,newcastle_maitland,11101120816,1120816,111011208,11208,Charlestown - Dudley
1267,newcastle_maitland,11103122239,1122239,111031222,11222,Adamstown - Kotara
1268,newcastle_maitland,11102121909,1121909,111021219,11219,Toronto - Awaba
1269,newcastle_maitland,11103122532,1122532,111031225,11225,Lambton - New Lambton
1270,newcastle_maitland,11103123409,1123409,111031234,11234,Waratah - North Lambton
1271,newcastle_maitland,11101121403,1121403,111011214,11214,Warners Bay - Boolaroo
1272,newcastle_maitland,11103123331,1123331,111031233,11233,Wallsend - Elermore Vale
1273,newcastle_maitland,11103122601,1122601,111031226,11226,Maryland - Fletcher - Minmi
1274,newcastle_maitland,11103122710,1122710,111031227,11227,Mayfield - Warabrook
1275,newcastle_maitland,11102121733,1121733,111021217,11217,Edgeworth - Cameron Park
1276,newcastle_maitland,11102122013,1122013,111021220,11220,Wangi Wangi - Rathmines
1277,newcastle_maitland,11102122101,1122101,111021221,11221,West Wallsend - Barnsley - Killingworth
1278,newcastle_maitland,11101120824,1120824,111011208,11208,Charlestown - Dudley
1279,newcastle_maitland,11101121227,1121227,111011212,11212,Swansea - Caves Beach
1280,newcastle_maitland,11103123106,1123106,111031231,11231,Shortland - Jesmond
1281,newcastle_maitland,11103123315,1123315,111031233,11233,Wallsend - Elermore Vale
1282,newcastle_maitland,10602111706,1111706,106021117,11117,Maitland - West
1283,newcastle_maitland,10602111539,1111539,106021115,11115,Maitland - East
1284,newcastle_maitland,11102122001,1122001,111021220,11220,Wangi Wangi - Rathmines
1285,newcastle_maitland,11103123416,1123416,111031234,11234,Waratah - North Lambton
1286,newcastle_maitland,11101121328,1121328,111011213,11213,Valentine - Eleebana
1287,newcastle_maitland,10602111569,1111569,106021115,11115,Maitland - East
1288,newcastle_maitland,11102122108,1122108,111021221,11221,West Wallsend - Barnsley - Killingworth
1289,newcastle_maitland,11102121711,1121711,111021217,11217,Edgeworth - Cameron Park
1290,newcastle_maitland,11103122425,1122425,111031224,11224,Hamilton - Broadmeadow
1291,newcastle_maitland,11101120910,1120910,111011209,11209,Glendale - Cardiff - Hillsborough
1292,newcastle_maitland,10603112228,1112228,106031122,11122,Raymond Terrace
1293,newcastle_maitland,10601110838,1110838,106011108,11108,Cessnock
1294,newcastle_maitland,11102121723,1121723,111021217,11217,Edgeworth - Cameron Park
1295,newcastle_maitland,10601111112,1111112,106011111,11111,Kurri Kurri - Abermain
1296,newcastle_maitland,11101120818,1120818,111011208,11208,Charlestown - Dudley
1297,newcastle_maitland,10602111524,1111524,106021115,11115,Maitland - East
1298,newcastle_maitland,10603112213,1112213,106031122,11122,Raymond Terrace
1299,newcastle_maitland,11103122714,1122714,111031227,11227,Mayfield - Warabrook
1300,newcastle_maitland,10602111602,1111602,106021116,11116,Maitland - North
1301,newcastle_maitland,10601110849,1110849,106011108,11108,Cessnock
1302,newcastle_maitland,11101120631,1120631,111011206,11206,Belmont - Bennetts Green
1303,newcastle_maitland,11101121106,1121106,111011211,11211,Redhead
1304,newcastle_maitland,11101120931,1120931,111011209,11209,Glendale - Cardiff - Hillsborough
1305,newcastle_maitland,11103123323,1123323,111031233,11233,Wallsend - Elermore Vale
1306,newcastle_maitland,11103122302,1122302,111031223,11223,Beresfield - Hexham
1307,newcastle_maitland,11103122609,1122609,111031226,11226,Maryland - Fletcher - Minmi
